space,day,time,poi,tid,label
-37.869636 144.83036,Monday,571,567474,533040,38768
-37.883333 145.166667,Monday,812,566995,533040,38768
-37.813997 144.963323,Monday,1383,566732,533040,38768
-37.813997 144.963323,Tuesday,295,566732,533040,38768
-37.883333 145.166667,Tuesday,644,566995,533040,38768
-37.883333 145.166667,Wednesday,1045,566995,533040,38768
-37.813997 144.963323,Wednesday,1369,566732,533040,38768
-37.883333 145.166667,Thursday,552,566995,533042,38768
-37.813997 144.963323,Thursday,1420,566732,533042,38768
-37.813997 144.963323,Friday,618,566732,533042,38768
-37.883333 145.166667,Friday,671,566995,533042,38768
-37.783333 145.133333,Saturday,752,567118,533042,38768
-37.883333 145.166667,Sunday,461,566995,533042,38768
-37.813997 144.963323,Sunday,1378,566732,533042,38768
-37.813997 144.963323,Monday,409,566732,533042,38768
-37.813997 144.963323,Monday,431,566732,533042,38768
-37.883333 145.166667,Monday,566,566995,533042,38768
-37.813997 144.963323,Monday,1369,566732,533042,38768
-37.883333 145.166667,Tuesday,531,566995,533042,38768
-37.883333 145.166667,Tuesday,826,566995,533042,38768
-37.833333 145.0,Tuesday,1384,566469,533042,38768
-37.813997 144.963323,Tuesday,1397,566732,533042,38768
